"","screen_name","text","place_full_name","country","lng","lat"
"7424","tmj_atl_erdoc","We're #hiring! Click to apply: Emergency Medicine - Physician - ED - https://t.co/kmVTrYOFF7 #EmergencyMedicine #Snellville, GA #Job #Jobs #CareerArc","Snellville, GA","United States",-83.996909,33.8545135
"7426","tmj_va_erdoc","Want to work at Locum Leaders? We're #hiring in VA! Click for details: https://t.co/lLkVnTmTFC #EmergencyMedicine #Job #Jobs #CareerArc","Virginia, USA","United States",-79.420865,38.0033755
"7440","JCraezyTwo4","@StephGutierrrez thanks steph😊 i was passed out early from being sick but pretty much the same thing haha","Cedar Falls, IA","United States",-92.453089,42.51615585
"7446","TrustMe_69","Sick of paying $140 phone bill a month","North Carolina, USA","United States",-79.86103375,35.1704985
"7451","tmj_bal_eng","Join the Department of Veterans Affairs team! See our latest #job opening here: https://t.co/kRNgnG6sx8 #Engineering #PerryPoint, MD #Veterans #Hiring #CareerArc","Perryville, MD","United States",-76.0616745,39.581782
"7454","issanicoleodeon","I’m so done with being sick 😩","Seguin, TX","United States",-97.973779,29.57438715
"7464","ScurryMury","I hate feeling sick","Scottsdale, AZ","United States",-111.8583985,33.63933985
"7495","Sjanderson86","It never occurred to this Puritan that the reason adults like video games is that we grew up playing them and now games are designed for adults. So sick of this guys holier than thou shtick https://t.co/QwS70vHMmY","Burlington, WI","United States",-88.2661705,42.679802
"7509","DPTdelaPaz","@Dr_Ridge_DPT @ptbise @kvenere @sunsopeningband 90% of NIH funding goes towards treatment of disease, 10% towards disease prevention. Ass backwards.","Cedar Hills, OR","United States",-122.8047255,45.50471
"7515","lilHennyBaby","I’m feeling sick. 
any nurses wanna be my gf?","Chicago, IL","United States",-87.732013,41.83358445
"7528","MaiahOcando","¡El capítulo 1 de ‘No Sé Qué Hacemos Aquí’ ya está disponible! Go!!! —-&gt; https://t.co/OZGDGJYWQQ","Santa Monica, CA","United States",-118.48041975,34.02268805
"7539","backyardjulz","Dudes really wake up and proceed to eat Krispey Kreme.. y’all are sick 🤮","Premium Cuts","United States",-97.916946,29.89889
"7548","tmj_ga_hsptlst","Want to work at Envision? We're #hiring in #Waycross, GA! Click for details: https://t.co/DmJLVQmirp #Hospitalist #Job #Jobs #CareerArc","Waycross, GA","United States",-82.3511705,31.2019235
"7557","FarzinZadeh","@yashar This is sick that politicians do this &amp; they say we didn’t know, there’s so much more. But this got out, not to mention millions of gifts, guess this the system, like they let DR Nasser walk in to A hotel in Arizona. Those poor girls live with it all there lives shamed on us","Santa Monica, CA","United States",-118.48041975,34.02268805
"7564","umairzia55","#Miami #Miamiheat game with DWade on the line. Sick #Vice uniforms https://t.co/dpf2C7IRQk","Miami Heat Store American airlines Arena","United States",-80.1892310443932,25.7850545981026
"7566","RickkidtchThoer","@thebradfordfile Don't forget the filthy, disease laden tent cities!!","Bardstown, KY","United States",-85.45513125,37.84148555
"7597","chicagostem","PRP treatment can prove a Silver Bullet in healing injuries:
The autologous PRP therapy is gaining popularity in sports medicine for its cutting edge properties of,
#PlateletRichPlasma #PlateletRichPlasmaTherapy #prptherapy #PRPTreatment
Fill the Form: https://t.co/T7f5u49Meg https://t.co/IS6HIgzsyJ","Chicago, IL","United States",-87.732013,41.83358445
"7603","tmj_me_erdoc","This #job might be a great fit for you: Emergency Medicine - Locum Tenens - https://t.co/TuSBiAsgrL #EmergencyMedicine #Augusta, ME #Hiring #CareerArc","Augusta, ME","United States",-69.7840645,44.32708
"7607","n0_daze_off","@Mr5W1l5on She was so sick 😂😂😂","Norfolk, VA","United States",-76.255686,36.895082
"7612","realgranolas","#realgranola #repost via abbyjdavid
.
☀️As someone who has an autoimmune disease, I am fully… https://t.co/StGORwkDbA","Anaheim, CA","United States",-117.851089,33.842863
"7687","MaiahOcando","‘We Don’t Belong Here’ Chapter 1 is now available. Go!!! —&gt; https://t.co/EXpssnCUd6","Santa Monica, CA","United States",-118.48041975,34.02268805
"7719","algaspam","sick of this traffic","Plainview, NY","United States",-73.47405,40.7835165
"7758","slurpeeetymeee","@Logic301 album is so so sick!!!","San Antonio, TX","United States",-98.5406515,29.417501
"7762","genkhalifa_","@TheArtivist Either way you put it, I would never celebrate attacks on innocent kids/people. Kinda sick.","Palisades Park, NJ","United States",-73.9956372,40.8538885
"7795","iMacHead","Sick of these Evangelicals getting press. #FuckTheirValues. I loath the very existence of people so brainwashed that they  give “Mulligan” to a serial cheater &amp; still bitch about Obama. https://t.co/dISfQV1EcC","Slidell, LA","United States",-89.765519,30.2978625
"7811","Kcpro_88","Okposo is damaged goods...he's focused on his family life and that's great but he robbed the Sabres blind w his deal, either hurt, sick or not scoring .. great dude and father but most overpaid player in the league ..","Hamburg, NY","United States",-78.8500525,42.74303465
"7840","tequilamegg","Don’t you just LOVE LOVE LOVE that feeling in the morning when you’re starting to get sick and it feels like your swallowing knives? Or maybe bowser himself?? It’s so GR8 https://t.co/B1vMfhhJw1","Athens, OH","United States",-82.0964045,39.320384
"7861","rlcalc","@realDonaldTrump So sick of your shit show.  You should have stuck with boinking porn stars","Philadelphia, PA","United States",-75.117998,40.0048655
"7868","DE_physician","Can you recommend anyone for this #job? Emergency Medicine Physician - https://t.co/fcdJJi5tma #EmergencyMedicine #Healthcare DE #Hiring #CareerArc","Delaware, USA","United States",-75.3864607,39.1450234
"7896","f4talshipwreck","sick. literally cant breathe. hurts to talk. wonderful.","Temple City, CA","United States",-118.0549087,34.1031895
"7905","wolfryanjenkins","The Miami Heat Vice jerseys are sick 😛","Charleston, IL","United States",-88.17656075,39.49100955
"7929","Thomas_Marr","@wellcrap2 @moomoosnanner @Alyssa_Milano Yet you are ok with what the Clintons have done. Y’all are sick.","Texas, USA","United States",-100.0768885,31.1688935
"7939","MD_physician","We're #hiring! Click to apply: Physician - Family Medicine - https://t.co/IlBnY0CdoH #Physician #Salisbury, MD #Job #Jobs #CareerArc","Salisbury, MD","United States",-75.600576,38.3604215
"8006","Km_angelxo","I feel so sick wtf","Montgomery Village, MD","United States",-77.171761,39.194049
"8016","beckyyaworski","Taking a sick day today. And by sick day I mean Elbow Day. Can't work with a swollen elbow.","Chicago, IL","United States",-87.732013,41.83358445
"8026","anna__holcombe","I have to be at work in about 2 hours, but until then, I’m just laying in bed curled up in a ball because my cramps are so bad. Even after taking medicine, I didnt fall asleep till almost 2 this morning 😞😭","Shelbyville, TN","United States",-86.435582,35.482744
"8048","JosephEULO","Fat (340lbs), Sick (coughing up yucky stuff), and nearly dead. Take care of your body before… https://t.co/NUlXziDqGN","Elizabeth, NJ","United States",-74.1965245,40.662479
"8089","CallMe_QSykes","I’m sick of this struggling shit","Flint, MI","United States",-83.7256099,42.9944585
"8090","CoryTheGod","bro my body naturally wakes me up around this time everyday and i'm sick of it","California, USA","United States",-119.3066075,37.2691755
"8116","BarterHOV","@2017_Kmichelle Lmao I’m only allergic to dust and I’ve only been sick during allergy season","Kingman, KS","United States",-98.11326115,37.649444
"8133","ynitseD_","Can’t believe I got sick 😩","Ellenton, FL","United States",-82.501283,27.54304365
"8134","MO_physician","If you're looking for work in #Columbia, MO, check out this #job: https://t.co/ZNkUEh2P2G #Physician #Veterans #Hiring #CareerArc","Missouri, USA","United States",-92.4367735,38.3045585
"8137","PSJHCareers","Interested in a #job in #Torrance, CA? This could be a great fit: https://t.co/ljTILxYYHb #PSJHJobs #Physician #Hiring","Torrance, CA","United States",-118.3512176,33.83371455
"8157","masscrocheter","@AnnCoulter You make me laugh!! So sick!","Salisbury, MA","United States",-70.8630148,42.85127205
"8177","Elizalda24","I'm getting tired of being sick 😡","Eastland, TX","United States",-98.8207935,32.3975615
"8234","masscrocheter","@FoxNews To late for apologizing. Your so biased you make me sick! Can’t watch the show because of you and Whoopi. Two dumb broads!","Salisbury, MA","United States",-70.8630148,42.85127205
"8247","_LuvNaeee","Niggas make me sick to my stomach #OnGOD😒","Goddard, MD","United States",-76.8503815,38.99878445
"8273","joeoptions","How #Stress Makes You Sick https://t.co/ReDINQjg1z","Ridgeland, MS","United States",-90.12433855,32.4293927
"8276","princess_nic6","I would be sick right before spring break :-) just gonna keep chugging musinex","Lubbock, TX","United States",-101.897173,33.5705263
"8282","serenelovesyou_","being sick is honestly the worst feeling  ever","Riverside, CA","United States",-117.397616,33.935822
"8323","tia_fournier","I’m so sick right now and I’m pissed","Michigan, USA","United States",-86.27053925,45.00118
"8379","AshlynRiley43","i need the weather to decide what it’s gonna so bc im tired of being sick.","Mississippi, USA","United States",-89.876449,32.571032
"8417","andsordie104","On god I better not be getting sick 😤","Phoenix, AZ","United States",-112.1246767,33.5528626
"8419","gramsee","@surfermom77 This makes me sick!! They are a thing of the past and need to stay that way!!","Florida, USA","United States",-83.804475,27.698682
"8450","maverickvid","I'm at Institute for Athletic Medicine in Maple Grove, MN https://t.co/vM1QFD0QFA","Maple Grove, MN","United States",-93.4648835,45.1085325
"8458","gramwow09","Urgent Care.... Ugh I hate being sick! #atleastihavecoffee… https://t.co/urjJ14X3fG","Irmo, SC","United States",-81.19485,34.1090235
"8471","TheKWReport","🛒 eShop #KWreportxMaisondeDieu 🌐

🖲 https://t.co/zPqHotZycr

#maisondedieu #houseofgod #worship #reverence #fashion #beauty #music #art #paris #health #wellness #healing #faith #medicine #science #savior #lord #protector #hope #trust #inspire #report🗞📰#KWreport 🌐 https://t.co/5wzsh9DvYI","New York, NY","United States",-73.977717,40.7055975
"8501","millymichelle","I shall enjoy this for 48 hours, because that is when my anxious brain will dream up another disease/cancer that ONLY I have 🙃 https://t.co/9WbiDnFBvS","Washington, DC","United States",-77.0143985,38.89860285
"8521","AndreaWiggins","@PenguinGalaxy Yeah, my body just doesn't make much dopamine, something in that metabolic pathway just isn't right. Nothing to do but take some meds that force my system to boost supply. The wrong meds make me sick because the rest of the chemical balance is actually just fine as is. 🤷🏻‍♀️","Omaha, NE","United States",-96.053431,41.275721
"8555","lamegame96","https://t.co/64CgphTSLP

The Fast and Furious Tokyo Drift soundtrack is SICK.","Harrison, NY","United States",-73.7192005,41.0192955
"8558","Tlamont_","Rey go see black panther its sick im this late","Waldorf, MD","United States",-76.913544,38.6346285
"8560","kdworley94","When you’re sick and someone suggests taking a sick day https://t.co/WnZeiWeuAt","Augusta, GA","United States",-82.0631849,33.4407175
"8565","s9ecia7k","I'm so sick of this struggling shit. My rent is already late, and my check today still puts me short. I really just don't get it. This is why I have depression in my life. Is I work my ass off for shit. I dont know what were going to do now.","New Port Richey, FL","United States",-82.717093,28.24852995
"8576","Chicagos_D","Missy Elliott’s “is ya ill or is ya sick?” is the original to Birdman’s “y’all finish or y’all done?

 https://t.co/JYjiH1n9Uf","Chicago, IL","United States",-87.732013,41.83358445
"8586","sarahlindsay_17","Sick af + cant breath + drunk af= snoring like a grown ass man","Kingsville, TX","United States",-97.8618826,27.5005923
"8590","mlvanbrit","@DrDavidCosio Although I agree that CPP shoulincorporate other things like they are being yoga etc. but for the people that have used opiates for decades without any side effects without increasing 1 mg as it is for most of us and those with fibromyalgia new medicine MD and so many other traum","Livonia, MI","United States",-83.3733495,42.39731535
"8591","baby_papaa","I’m absolutely sick to my stomach 😷 breaks my heart https://t.co/iJgQzmYomj","Alafaya, FL","United States",-81.1850665,28.529141
"8631","OhReviewsDeals","#NaturalRemedies Are You Having Kidney Disease? Don't Ignore These Signs, You May Have Kidney Failure Soon https://t.co/gQznvgp4IN #HealthyLiving https://t.co/eN8qBLHvuz","Orlovista, FL","United States",-81.461465,28.542375
"8674","Dee_Rebecca","Still sick, feeling terrible and having to talk to people all day 🤧🤧","Arizona, USA","United States",-111.93171085,34.16825365
"8683","_1Doc_","@MexicoRan And the wait is finally over let's give em sutn to be sick bout fuxks brakkn fool","Delaware, USA","United States",-75.3864607,39.1450234
"8700","visionavant","Dope!! #Repost buffiepurselle
・・・
Hola my beautiful #femalepreneur chicas!! Are you sick and… https://t.co/0Ru5BmWoCe","Houston, TX","United States",-95.4464865,29.8384948
"8742","tabbi_ann","I love when people say that vegans look unhealthy, scrawny, etc. Bitch, this is the healthiest and best that my body has looked for a long time.","Indianapolis, IN","United States",-86.1429225,39.7795625
"8788","chucknrene3","@NJ_Crypto_King @realDonaldTrump she is retired now after she struck gold &amp; and the sick o's can't handle it :-)","Bowling Green, KY","United States",-86.4355085,36.965671
"8800","THERileyBrewer","They gonna be at medicine stone this year? RT @Reeceoohlala: Rollin' On Em Hard https://t.co/EvsUFhSetj","Breckenridge, CO","United States",-106.0360575,39.505657
"8801","_DonnaMoeller_","FALSE SHEPHERDS “You have not strengthened the weak or healed the sick or bound up the injured. You have not brought back the strays or searched for the lost. You have ruled them harshly and brutally. So they were scattered because there was no shepherd...”
Ezekiel 34:4-6 NIV","Rolling Meadows, IL","United States",-88.028373,42.0562223
"8831","oneofakindshirt","#firstlove #cannabis #morning #high #medicine for yo #soul 
@oneofakindshirt @ Planet Fitness… https://t.co/3UZVLPxfo5","Philadelphia, PA","United States",-75.117998,40.0048655
"8878","Jackieee_Babyyy","How’d I get so sick over night ?","Rancho Mirage, CA","United States",-116.4208463,33.7792345
"8882","dianaprincing","My mom is sick of me but my reaction gif game is on fire 👌🏽👌🏽 https://t.co/KCeLgnQ6k5","North Carolina, USA","United States",-79.86103375,35.1704985
"8896","Adriaan__98","Im getting sick 😞","Palmdale, CA","United States",-118.125196,34.583629
"8909","_LetMeRock","I hate being sick","Virginia Beach, VA","United States",-76.06994605,36.8025415
"8991","renee_meghan13","I woke up feeling so sick. Great","Texas, USA","United States",-100.0768885,31.1688935
"8996","Da_Real_AG_","My professor cancelled class today because she’s “sick” yeah I’m “sick too” sick of school and ready for spring break.","Bryan, TX","United States",-96.347781,30.66585855
"8998","geezsum","@mondoloco410 Big deal!u met A Hypercritacal Hollywood idiot!runs his big mouth after he is the very one who portrays violence with guns😳so sick of these fake loud mouth  🤡's!!!!!","Maine, USA","United States",-68.984705,45.188407
"9024","NastyJenni","@NRATV No thanks. We’d prefer never to be looking into the barrel of the assault weapons you all shill for again. The country needs protection from gun freaks. We’re sick of the whole lot of you and your fanatical fetishism with guns and violence","Reston, VA","United States",-77.349057,38.9558015
"9027","DivitoRealEstat","Sick of your Real Estate Broker taking all of your commission, contact @DivitoRealEstat for 100%… https://t.co/wNc9a6AfkO","Haines City, FL","United States",-81.6255485,28.1080203
"9050","ProfDMacri","https://t.co/aB0OWOuira","Manhattan, NY","United States",-73.9685415,40.780709
"9103","heather_x32","This is awfulllllll! I hate my loves being sick!","Brookhaven, WV","United States",-79.90068385,39.6062475
"9117","yman173","So fixing my kid...whatever that entails...is my job. I know she won’t come home until next week at the earliest, so I have peace now. What’s to come from my mentally sick child is anybody’s guess, tho. 🧐","Cortland, IL","United States",-88.6965735,41.9307795
"9154","MilesByass17","Sick ass hell for the weekend... smh","Dallas, TX","United States",-96.7617535,32.8198585
"9167","LupineAssassin","@its_Shenanigan This is why I never drink from a can. I refuse to get sick for someone else's fun and profit. Fuck that shit!","Brooklyn, NY","United States",-73.9487755,40.655138
"9169","brokeboyleon","@IHateBullet Lmao shawty sick","Croton-on-Hudson, NY","United States",-73.8972405,41.251326
"9222","vsvprivh","why is sleeping when you’re sick the most impossible thing","Red Hill, SC","United States",-78.976213,33.7661365
"9228","c_aguilarlaw","Sick!! https://t.co/71knW0QkS6","Hacienda Heights, CA","United States",-117.982366,34.0023805
"9239","sammi_lynzi","This officer makes me sick to my stomach https://t.co/nKtDhRrBI8","Texas, USA","United States",-100.0768885,31.1688935
"9273","JasHuyck","I've never been so sick 🤮","Kalamazoo, MI","United States",-85.5656885,42.290524
"9291","Natasha_love31","I do not play with this lawyer he prolly get sick of me they open up at 830 I call at 835 and I’ll keep calling till his ass gets back in the office lol. Like nah my guy we ain’t paying you for nothing gotta stay on that ass!!!","Johnson City, NY","United States",-75.96946395,42.1244385
"9300","exfkaty","@KenRoth @Snowden @wikileaks There's also you know, the whole rape thing. I get that y'all don't care about it, think it's a ruse, etc. The women haven't rescinded claims he removed condoms and violated terms of consent. Sick of this all getting whitewashed. He's a terrible person.","Philadelphia, PA","United States",-75.117998,40.0048655
"9309","cbeth98","if i could stop feeling sick that would be great","Virginia, USA","United States",-79.420865,38.0033755
"9313","itslivihahner","sick of having to the be the bigger person and never getting to be happy","Erie, PA","United States",-80.087032,42.110703
"9319","robynbby23","“Heres what you can do before taking that allergy medicine” JUST TAKE THE MEDS ITS THE ONLY THING THAT REALLY MAKES A DIFFERENCE 🙃🙃","Viera East, FL","United States",-80.7176007,28.25917675
"9357","DortonKaren","@ScottPresler STILL NOT SICK OF WINNING!!!","Woodstock, GA","United States",-84.5030665,34.11077575
"9373","RNgriel","@DearAuntCrabby Trump is an alcoholic,he has the gene,It is a progressive mental illness.If not treated it leads to insanity.Symptoms are: egomania, arrogance, hubris, isolation, &amp; inability to face reality. All his actions are made by his disease.He will do ANYTHING to win,
Bait &amp;Switch a nuke","Massachusetts, USA","United States",-71.683502,42.03693905
"9383","KevinDerekk","Y’all also got the highest rates of heart disease https://t.co/zQce14Lv0o","Seaford, NY","United States",-73.4941305,40.66847555
"9399","tia040478","Happy Friday!! (@ Advanced Orthopedics And Sports Medicine in Denver, CO) https://t.co/1aFgs5JFhp","Denver, CO","United States",-104.9220935,39.713563
"9409","paulteetSAYS","I’m fucking sick and tired of working with damn alcoholics. Like y’all think it’s cute because it’s wine and not shots at a bar? 

Where has people’s work ethic gone? Like forreal!!","Missouri, USA","United States",-92.4367735,38.3045585
"9452","_ayoobeans","i hope I’m not getting sick 😒","Charlotte, NC","United States",-80.8467855,35.209059
"9460","tmj_ok_erdoc","Want to work at Envision? We're #hiring in #PaulsValley, OK! Click for details: https://t.co/v72lkAYqQR #EmergencyMedicine #Job #Jobs #CareerArc","Pauls Valley, OK","United States",-97.234935,34.729849
"9480","Waylanmichalski","Am I the only that enjoys puking when I’m sick? I feel so much better. I always cry when I puke though due to how hard my body forces it.","Michigan, USA","United States",-86.27053925,45.00118
"9482","Lynn_Henning","The old crusty, self-inflating, thoroughly false intimation that if you’re sick or unemployed it’s absolutely because you’re lazy. https://t.co/l8bSd8JRn5","Lakeland, FL","United States",-81.972705,28.049601
"9502","ZenaBuddysgirl","@TheRichieWilson @realDonaldTrump I am actually thinking that dump will go through the process &amp; make everyone think that it will happen. like every thing he does,then it won't happen. dump isn't a man of action, whenever he does something like this it makes me sick. he is a liar and a fraud.. #LyingFatIdiot 😠😧","Philadelphia, PA","United States",-75.117998,40.0048655
"9504","hiishauna","Yesterday i saw a photo of myself from high school and i legit started balling my eyes out. I was so unhealthy, unhappy, &amp; i just looked sick :(","Dearborn, MI","United States",-83.2135571,42.31473205
"9613","Margerine2000","@Chuckles152 the old man inside a cave, so then I can buy medicine","Pennsylvania, USA","United States",-77.604684,41.1179365
"9618","IsaiahVerified","Sick of these niggas they lie quick","Brooklyn, NY","United States",-73.9487755,40.655138
"9636","agalrak","@brittanyyyyyf IM SAYINNNN i’m sick n tired of these ugglass tolls","Falls Church, VA","United States",-77.1719965,38.88428135
"9668","Etre_Vu","Pretty real confession, u don't have to have ever been a stick or sick looking to have had… https://t.co/dTE26C1g2V","Los Angeles, CA","United States",-118.4119065,34.0207895
"9702","KidneyFoundWNY","@wellsvilledaily Among other health problems, smoking is a risk factor for kidney disease. March is #KidneyMonth","Buffalo, NY","United States",-78.853563,42.8962295
"9727","DntBeGoodBeDave","@MikeThe6ixth I know jr was sick with you last week watching that game. Baby D was lit 😭","Landover, MD","United States",-76.88493445,38.9262355
"9729","dwramzimdmph","@charles_gaba @MikeBertaut @khemp64 That is bizarre. 
In the 1920’s, the discussion was about how to RAISE prices so medicine could attract the brightest minds.
You get what you pay for. Right now, you pay ridiculous prices for a PA or NP to deliver incompetence in a health system.
#PPP","Washougal, WA","United States",-122.3406382,45.5824898
"9745","kroger1205","Does it make sense when trying to get a song out of your head to listen to it on repeat? Like, make yourself sick of it..?","Southfield, MI","United States",-83.26027415,42.4798095
"9761","HannahJoseph04","I’ve been trying to fight the fact I’ve been sick all week &amp; I just want to lay in bed all day today😭","Holland, OH","United States",-83.7351115,41.624183
"9764","emilyweb11","i feel sick","Lancaster, OH","United States",-82.596627,39.736975
"9827","123oneway","@TomFitton @JudicialWatch Very sick corrupted OBAMA admin","Wisconsin, USA","United States",-89.5694915,44.900818
"9833","andymartinaz","People can be fucking sick... #NeverAgain https://t.co/kqLoKMbT3d","Gilbert, AZ","United States",-111.7385665,33.29521475
"9852","CurtisLT_SF","Catch 22: sick so I need to drink more water. My throat is sore as a motha so I don’t wanand drink water... my body is a magical thing.","San Francisco, CA","United States",-122.4359785,37.7706565
"9885","HoltWVU75","Are you going to AGGRESSIVELY ban alcohol too? How about sugar, since heart disease as is one of the leading causes of death in WV? How about Cigarettes/nicotine? read the last 2 paragraphs. https://t.co/QiQOq61upQ https://t.co/N5DanDQTb3","West Virginia, USA","United States",-80.18183465,38.9201425
"9897","ASPET","Now Hiring: Postdoctoral research associate | WASHINGTON UNIVERSITY SCHOOL OF MEDICINE: US - MO - St. Loui | https://t.co/hmZJ85LzY7 #jobs","St Louis, MO","United States",-90.2478239,38.6537712
"9939","NicoThePro","@new_dash_snow You sick in the head","Chicago, IL","United States",-87.732013,41.83358445
