"","screen_name","text","place_full_name","country","lng","lat"
"3121","kenz_emrich","@xbrittanye Tighter the bra the better. The first time I got them done I didn’t listen because it didn’t make sense to me and they hurt a lot longer. The second time, I wore a tight bra and they stopped hurting so much quicker. Sleep in a bra for a while too.","Phoenix, AZ","United States",-112.1246767,33.5528626
"3122","nnaaee10","i experienced so much pain &amp; it really did something to me💔","New Orleans, LA","United States",-90.011008,29.982601
"3134","_dejaamari_","thats why sum times i just get high aint tryna feel pain.🤷🏽‍♀️","Gadsden, AL","United States",-86.0068295,34.003125
"3227","AntLucasGuedes","Quando você tem a certeza de que não tem maturidade...
🍎🗽 em Le Pain… https://t.co/97uuv4G0ST","Manhattan, NY","United States",-73.9685415,40.780709
"3237","ImMADBruhh_","He hurt https://t.co/dSxOTxudwm","Chula Vista, CA","United States",-117.02246315,32.633767
"3244","meech_on_mars","It’s been years bitch you still hurt go slit ya wrist","Arlington, TX","United States",-97.1356375,32.70185
"3321","RatchetNdDivine","My cramps are going to be the end of me","Greenfields, PA","United States",-75.953998,40.36256235
"3350","ariluvsall","No pain .. no gain 🎶🎤","Texas, USA","United States",-100.0768885,31.1688935
"3375","_Jwall8","If Braxton doesn’t get hurt that gives him an extra 2 years at qb he never got plus a heisman https://t.co/wh3jwTbsdR","Westerville, OH","United States",-82.914538,40.14898815
"3377","ddohertyjr","This is insane.  https://t.co/Ha1VrjiTDp","Algonquin, IL","United States",-88.291366,42.183365
"3403","bonniez45","Mooch stop with Opiods state the drugs many many think it's Prescription pain medication https://t.co/BHllamyXrT","Menominee, MI","United States",-87.602167,45.1387335
"3417","EricTheWriter","I still feel bad about all the pain I’ve caused others while battling my demons. I was immature in not being able to understand that I should have just stayed single but I’ve grown and I’m trying to be more conscious","Lawrenceville, GA","United States",-83.999204,33.9506351
"3435","FredoDGawd","60 dollar headache https://t.co/MLgp0Rccst","Queens, NY","United States",-73.8311875,40.67087955
"3449","lrpage0","Me: I love eating these jalapeno sausages.
Also me: It's going to hurt later, but they taste so good.
Me in the future: MY CHEST IS ON FIRE! AHH!

#GERD","New York, USA","United States",-75.770041,42.746617
"3458","GuardianAng","@sarahrocksdale 1/3 Sarah, I want to hug you, and my heart breaks for your pain and story. I need to tell you that I grew up at the very same church, &amp; felt the same things-the people, the self-edification &amp; judgement. I never could speak in tongues and it sucked! I HATED missionettes ...(cont)","Missouri, USA","United States",-92.4367735,38.3045585
"3468","BlindScottBos","@Fluffy_mn_dave @uhbroncofan @benmaller @DannyGradio @Eddieonfox @JustinVance9314 @Walls_Robbie I Musta hurt your feelings the truth hurts you little bitch. Go fuck yourself.","Boston, MA","United States",-71.0887125,42.3136695
"3491","alaysiaalma","Most of you guys are sadistic as hell  and don't even realize you're regularly inflicting pain on people and other living beings to entertain yourselves.That isn't okay .No form of sadism should be normalized ..cut it out plz .","Houston, TX","United States",-95.4464865,29.8384948
"3510","mrsjonahhilll","Someone: who hurt you
Me: the series finale of Dexter","Casas Adobes, AZ","United States",-111.032309,32.342708
"3521","jackityjacks","This morning I realize that I was on my feet all day yesterday. That’s probably why my feet hurt so bad.","Bellflower, CA","United States",-118.12904175,33.8880815
"3528","painofaddiction","I found #addiction brings a lot of unnecessary pain to areas of life where hurt was never the intended outcome. It seems to happen way too fast when life spirals out of control.","Huntley, IL","United States",-88.4351405,42.16259025
"3596","Counseling_CU","It can be hard to know what to say to a friend who is struggling.  Keep in mind: saying the ""right thing"" won't ""fix"" someone's troubles, but letting them know you are there &amp; that you care can help ease the pain, through actions as well as words. 
https://t.co/Yh6uiXBRWT","Omaha, NE","United States",-96.053431,41.275721
"3602","__ATrillNigga","Threw it back until she got back pain","Cleveland, OH","United States",-81.7054672,41.4959395
"3608","BioHackHumans","#meetday Biohacking the mind for success...to be a champion one must know pain and work through the pain. This is why so few succeed as they stop when it hurts. Next time you begin counting repetitions, begin to count once the pain sets in.","Wall, NJ","United States",-74.0870705,40.1664055
"3733","joefrankloria","@FoodChoices4All @CivilEats @lisaelaineh Not disagreeing on welfare. Reform is a MUST. The system is flawed. But that doesn’t mean we need to hurt animals. Cans and dried beans are cheaper, more nutritious, and don’t come at a cost to animals. We need to help people, animals, and the planet. This isn’t the answer.","Providence, RI","United States",-71.42183225,41.817084
"3764","falamabam","I got a wedding to pay for, but what Sarah don’t know, won’t hurt her, right? https://t.co/mxtzPjcJDO","Bradenton, FL","United States",-82.573675,27.4739745
"3771","RissaRWx","@imjacobnotjames I’m so sad my headache from yesterday hung around today and now I won’t be there to participate 😫","Norman, OK","United States",-97.4451735,35.222301
"3828","summersebastian","You'll forget the pain when you see the payoff..","Kentucky, USA","United States",-85.7682405,37.822244
"3854","kaassx_","My teeth hurt 😭","San Jose, CA","United States",-121.8737305,37.331159
"3859","VenusOffspring","@RuthieAnnMiles I hurt for U and your dear friend who have to live thru this. Ur beautiful children are safe and God will help u heal and bring joy back into your life. Please read “the Spirits Book” by Allan Kardec. This will lead you to your babies again once again. Blessings","Reno, NV","United States",-119.827182,39.512436
"3866","BlowedBeautiful","If A Nigga Break My Heart Of Course Ima Be Hurt But Ima Pick Myself Back Up &amp; Boss Up.","Hollywood, FL","United States",-80.1783915,26.03967995
"3899","tiieraaaa","i woke up dying from cramps wtf","Plainfield, NJ","United States",-74.423014,40.6195805
"3906","CaineMiles","It's all about learning how to hurt again. How to accept the pain and roll with it https://t.co/Pl6m23tMmd","Ypsilanti, MI","United States",-83.6018025,42.24571305
"3915","kelcarianna","literally this pain is never going to go away..","Menifee, CA","United States",-117.19708265,33.6880475
"3920","trulytahzhai_","i cannot express how hilarious this is bcus yo! this be me!!! then be mad bcus i have a headache from slinging my head so hard! https://t.co/jdB1Tixw1v","Durham, NC","United States",-78.8954403,35.9909825
"3952","sadboyexpil","@micahvalerio Sing and dance the pain away 💔💫","Memphis, TN","United States",-89.922029,35.13352055
"3967","KennDejah_","I be thinking Everybody out here tryna hurt me.","Houston, TX","United States",-95.4464865,29.8384948
"3982","_Jwall8","I don’t know about that... Braxton was gonna win heisman before he got hurt https://t.co/aSoT5Fffg4","Westerville, OH","United States",-82.914538,40.14898815
"3992","KMcIntyre4","Woke up with a pounding headache and work 11 hours today. Happy Friday","Tonawanda, NY","United States",-78.8818,42.99366425
"4000","Tre_HeFunny","@_thepress It’s always been like that . The same exact thing happened when he was in Chicago. Guys end up hurt and tired in the playoffs","Frisco, TX","United States",-96.8352488,33.1501395
"4005","JakeProphet","I’ve never seen so many nba players get hurt in one year","Bellingham, MA","United States",-71.4702855,42.0763675
"4018","MaxMcGeeTV","The devil thinks he’s funny by waking me up today with a headache that’s rocking right behind my eyeball. I’m powering right through that ish. Not today, Satan!","Myrtle Beach, SC","United States",-78.878866,33.7033906
"4034","r0b3rta__","Sometimes what u don’t know won’t hurt u.🙂","Dallas, TX","United States",-96.7617535,32.8198585
"4074","BlindScottBos","@Fluffy_mn_dave @USArmy @USMC Meanwhile he sitting at home collecting benefits and drinking and taking pain pills.","Boston, MA","United States",-71.0887125,42.3136695
"4076","cedesvasquez","Cramps are a bitch 😤","Stockton, CA","United States",-121.3004253,37.980826
"4108","jennpasillas","im hurt","Los Angeles, CA","United States",-118.4119065,34.0207895
"4123","Bostonkidd_22","I been hated😡, i been loved ❤️, i been lied too🤧.. I been holding in that pain so i been trying too...🎶","Grambling, LA","United States",-92.7019445,32.5277255
"4173","sr_verm","@FoxNews @HowardKurtz @MediaBuzzFNC How can something that happened way before he even thought about being a PRESIDENT hurt him.","New Caney, TX","United States",-95.2783185,30.18232075
"4181","rockylewis","@evangelysta Hah! NO. We just teased him about having menstrual cramps. Being our kid is not always awesome.","Ohio, USA","United States",-82.66946745,40.3651595
"4195","martuk56","@jimdwrench Right, they’ve gone overboard, last year I had rotator cuff surgery that entailed several muscles not just the cuff.  They gave me two weeks and off on pain meds. I went through physical therapy with Advil only. It was bad.","Sharonville, OH","United States",-84.4011682,39.2794515
"4210","FlemingDrX","If it don't hurt, it aint work","Colorado Springs, CO","United States",-104.789327,38.8885185
"4234","abrewi3010","@710dot9 @ArthritisFdn @ArthritisIntro Hope you have safe and pain free travels!","Boise, ID","United States",-116.238001,43.598033
"4263","MontyFritts","@fleetwoodmac_32 Can’t hurt","Mount Vernon, VA","United States",-77.10683,38.722179
"4310","happijew","@billhandelshow, dude, if you wanted a vacation that bad, there’s better excuses than “I hurt my back” lol.  In all seriousness, get better soon!","Liberty Lake, WA","United States",-117.079576,47.6635575
"4347","racheljazmine","cramps ona 1000 rn😪","New Orleans, LA","United States",-90.011008,29.982601
"4412","DSports24","@diabsoule @ATVS_ChefBilly @gbdawkins But I ponder this question, do you think it helped or hurt his draft stock by coming out with this information?","Central, LA","United States",-91.0346685,30.54244
"4447","_ohheymary","@Derekgarcia44 @Dessss_love You’re the only person in the military that didn’t get butt hurt over this tweet, you’re a real one ✊🏼","San Antonio, TX","United States",-98.5406515,29.417501
"4449","grylxndr","@LevelTwoRogue Playing as the UK when it has the empire is the biggest goddamn pain in the ass.

So in HOI4 and Vicky 2, I don't, and if I ever get one in EU4, I quit.","West Lafayette, IN","United States",-86.9299805,40.4590815
"4524","yuungcee__","@only_kaylla @terrantino_ They don’t hurt bro 😂","Navasota, TX","United States",-96.0882024,30.36605075
"4534","emily_martin98","Seeing my friends bein sad makes my heart hurt so much","Cincinnati, OH","United States",-84.5398123,39.13703785
"4537","DevinRadae","Who trynna treat my boy @QuincyNelms right I’m tired of seeing him hurt over these females","Grove City, OH","United States",-83.0677285,39.8494731
"4563","S0UL42","Headache, nausea &amp; bad back pain. Yea I'm staying home","Bull Mountain, OR","United States",-122.83160655,45.4156857
"4588","AirborneChick","@moralinjuryblog @pdp504 @gregolear Did you ever see the movie ""300""? About Sparta and the stand against Persia? There is a scene where Persia marches in this huge monster, chained, oblivious to pain and homicidal to the point of not even caring about killing it's own Persian ""allies"". NK is that monster 1/","Mableton, GA","United States",-84.5634145,33.8113159
"4598","KristiKalman","I literally walked into work and got an instant headache today 😭 this week has been 3 years long 💀","Downers Grove, IL","United States",-88.0400015,41.79158405
"4612","_weirddooo","I’m so hurt 😭 https://t.co/xTk9y1dywS","Montgomery, AL","United States",-86.2447285,32.36414515
"4642","deans_gurrl","Yes, I have been to therapy but that does not define me. I am determined and strong and passionate. I love, care, and trust hard. There is nothing wrong with that other than getting my feelings hurt a couple dozen hundred times. I am a woman who understands who I really am.","San Antonio, TX","United States",-98.5406515,29.417501
"4664","jfn514","Scott Boras's strategy of ""get to free agency"" serves only the interests of HIS bank account. The majority of players are hurt by it; only a few are legit high end free agents after 6+ years. The earnings HE makes off of these very few high price contracts is why he does it.","Pennsylvania, USA","United States",-77.604684,41.1179365
"4681","QuinnE76","You forget the pain when you see the payoff","Mesa, AZ","United States",-111.7375657,33.4057545
"4705","annie_fritz","Hello I got called a “dumb bitch” and “annoying” by a boy bc I told him he hurt my feelings after he was mean to me, how was your day?","San Marcos, TX","United States",-97.9351917,29.8956065
"4709","Maddions","I’m tired, have a headache and no voice. But it was so worth it on so many levels. My spirit and souls feels refreshed. Nothing like worshipping my King, my Father with hundreds of my siblings in Christ. So thankful for what He has done for me &amp; continues to do. #Roadshow18","Fruitland, ID","United States",-116.9211955,44.020179
"4794","charleslfreemn","@realtime_bravo @Ghost_MD @nypost Exactly how did it hurt your ""working family"" and can you prove that?","Inglewood, CA","United States",-118.34615235,33.95363355
"4802","itsPJayy","Now my legs hurt and I don’t wanna get up","Fort Worth, TX","United States",-97.2859135,32.7799665
"4815","BeezyJihad","When me and my brother fell out it hurt me inside. But if you think I lost sleep you a lie","Chicago, IL","United States",-87.732013,41.83358445
"4840","MaxClark21013","Me If the rumors about Dean being hurt are true... please no🙏🏽 https://t.co/YFjOw3meCI","Kansas, USA","United States",-98.319925,38.49819605
"4842","IPTmiami","Chronic pain and chronic inflammation are connected as much as your head is connected to your… https://t.co/cpAnItrugQ","North Miami, FL","United States",-80.177668,25.90560545
"4853","sid_davis1","Hearing girls talk about there prom dresses all 1st period is a huge headache 🤕","Santa Clarita, CA","United States",-118.5032588,34.41563105
"4905","JoseDeSantigo1","She finally drank her pain away a little at a time. But she never could get drunk enough to get him of her mind.","Austin, TX","United States",-97.75472415,30.3233457
"4915","Teddy_Harris3","Niggas ALWAYS wanna be mad bout some shit 🙄🙄🙄🙄 if y'all don't get up out y'all hurt ass feels over this irrelevant ass shit","Sandy Springs, GA","United States",-84.3524446,33.943457
"4927","5lushyjoe","@stillmilli @HotTopic Did it hurt?","Rockport, TX","United States",-97.056372,28.044102
"4928","SODMG_Way","I had a crazy day. Was in so much pain , had to transfer hospitals &amp; got surgery 😩😭 i was so scared . all this before miami on Tuesday .","Charleston, IL","United States",-88.17656075,39.49100955
"4981","_Bria_Oliver","Real talk ladies, if you have extremely painful periods, get the cup. You still get cramps but they’re not nearly as bad. And also, you’re not spending money every month on tampons. So yay money and less pain 😀","Virginia, USA","United States",-79.420865,38.0033755
"5117","vBecky_","yalll last night was so lit. it was sooo much fun, my feet ain’t even hurt in my heels, got all my drinks free &amp; i ate a good ass meal afterwards.","Columbus, OH","United States",-82.98577205,39.9946835
"5131","dances","People ask how come i don’t sleep much 
And im like hospital Time
Also about once a month
In the middle of the night my leg is put through Soo much pain i start 
Screaming 
Feed Me Dope
but then i smoke weed and meditate the pain away 
It ruins my mood","Los Angeles, CA","United States",-118.4119065,34.0207895
"5146","Boersma_84","@princesalesley You understand my pain https://t.co/GxugkNWb9y","Texas, USA","United States",-100.0768885,31.1688935
"5161","RememberDennys","GOD IS THE REASON WHY:
In pain, you smile.
In confusion, you understand.
In betrayal, you trust.
In fear, you push forward.
🙏🏻🙏🏻","South Padre Island, TX","United States",-97.168476,26.1147355
"5182","marixcelli","numb the pain with the money","Hialeah, FL","United States",-80.3046623,25.8577318
"5216","biancabisicchia","hurt people hurt people","Blackwood, NJ","United States",-75.0286395,39.78953
"5217","LAXgarcia","@agustincards14 @digitaldavidg Step4: Lose your soul? Shed empathy and humanity?

Mute it? You misspelled censorship. Why censor, because the sound of her kids’ pain is offensive and not PC for you?...A criminal? Glad you’ve done the research on this mom’s rap sheet. What was she convicted for?","Los Angeles, CA","United States",-118.4119065,34.0207895
"5240","Chris__TheKing","That shit lowkey hurt feelings tho,really be mad as shit going to school the next day https://t.co/9HtAUWBPCz","Valley Stream, NY","United States",-73.7049385,40.662135
"5256","lexyyluv","When you fall, rise up, and don’t ever give up. Keep going, and keep pushing through the pain even if it hurts.Every day is a new beginning to make progress in the right direction.🌻","Albuquerque, NM","United States",-106.6327181,35.1170026
"5268","youngoz1_","Just changed my age in my bio to 22. I’m so hurt. 😢","Florida, USA","United States",-83.804475,27.698682
"5282","shitneyroach","Currently coughing up both of my lungs and it actually hurts, I feel your pain 😭 https://t.co/dJc4GVjxS7","Cody, WY","United States",-109.0632985,44.52258
"5294","mattdudleydrums","@daverodway @VinnieTortorich I've been on an anti-inflammatory diet for over a year now. It's made a great difference overall! I found that my pain was coming from over tightened leg muscles from riding my bike and exercising. Stretching that out has alleviated my back pain now.","Whiteville, NC","United States",-78.71296315,34.307668
"5346","SuperGo0od","You have to have been some type of hurt to sing it right lol","Vine Hill, CA","United States",-122.087543,38.0085165
"5401","kennethphillips","Springtime, the Season of the Reason. Jesus did not die for stain glass and two by fours, but for horror houses of brokeness. Address change, from pain to Paradise! Winter is over🥀","Austin, TX","United States",-97.75472415,30.3233457
"5426","spicyfijiwata","@TahirihBochmann when my headache gone but the heartache still there 💀💔 https://t.co/AB9x8Q80Xh","Colorado, USA","United States",-105.5508905,38.997936
"5458","RiggsGonzo","Earlier today I brought a walking cane and comfortable shoes to my wife (we work in the same building, but for different companies). 

She had a flare up, and I helped her to her car. She was in so much pain, walking slowly w/ her cane. She’s 33. Multiple Sclerosis sucks.","Phoenix, AZ","United States",-112.1246767,33.5528626
"5530","jmreed90","i believe i just survived literally the worst headache of all time last night. 🙌🏼","Maryville, TN","United States",-83.986413,35.7261815
"5550","macyvalerie13","Hugging &amp; loving my loved ones extra this morning after finding out God called a beautiful young girl home last night. Keeping her friends and family in my thoughts &amp; prayers. The heartache they are experiencing is unbearable and my heart breaks for the pain they are experiencing","Sioux Falls, SD","United States",-96.73114255,43.5410145
"5557","OsoDidThattt","i forgot my meds at home im praying to God these pain killers dont wear off💀💀 cus imma be innis bitch crying.","Houston, TX","United States",-95.4464865,29.8384948
"5561","undrcover2017","@FoxNews @VP @POTUS Why would you frickin say something like this, Pence has no clue, Trump needs to stay in the U.S., Pence is going to along with Trump get people hurt. IMPEACH TRUMP and the others will fall like domino’s.","Muskogee, OK","United States",-95.370419,35.732579
"5581","averytylerxx","living with an infant in the house is absolute hell there is not one day i dont have a damn headache 😭😅","Orlando, FL","United States",-81.36777265,28.50167835
"5582","thatmanztyy","@ITSMOE3_ happy birthday my brotha! Don’t hurt em in Miami","Woodmore, MD","United States",-76.7722385,38.9366935
"5585","marena_k57","@honor_dennis It’s not right, what are you doing for the pain?","Glendora, CA","United States",-117.849687,34.13552055
"5609","Endoxist","https://t.co/s5ProqZ52y: “the best gifts are invaluable: time with loved ones, a sense of accomplishment, and memories made... but a little gucci never hurt anyone, right?” 🤷🏽‍♂️ my birthday wishlist is now live 
____________
#EndoxistStyle #LeChateauStyle #HunterBoots https://t.co/lQffWdmgxH","Brooklyn, NY","United States",-73.9487755,40.655138
"5637","JonnySaun","Honestly @joeyBADASS canceling on Okeechobee hurt more than when my wife left me","Tallahassee, FL","United States",-84.266174,30.4762155
"5641","eunicebeck","I heard this from a girl on Jimmy Fallon the other day:

The women in Black Panther were not strong because they were angry.

They were not strong because they were hurt.

They were strong because they were strong.

And that is so important.

happy (late) women’s day","Phoenix, AZ","United States",-112.1246767,33.5528626
"5646","donalynette","@espeorquenada Tell your child no matter what they do, you will love them.  Would they test your limits?  Would they push your button?  Could they make mistakes?  Would they hurt others?  Love is the goal. The means to the end must be the same.","South Carolina, USA","United States",-80.926628,33.6311395
"5655","TheyHateKaay","These Allergies &amp; Cramps Kicking My Ass","Houston, TX","United States",-95.4464865,29.8384948
"5761","batbrit","Day 12 of neck pain: I think I’m alive and able to get out of bed today 🙌🏻","Garden Grove, CA","United States",-117.9685397,33.769045
"5816","katolstyka","Does anyone else get hurt when their boyfriend posts good pictures???????? Like why do you need to be seen ??","Wyandotte, MI","United States",-83.1612335,42.2093935
"5842","pxwhittle","@CaulfieldTim @CarlynZwaren @TamarHaspel @DrJenGunter @AlanLevinovitz Yup. And that’s a big problem re: lots of conventional pain medicine. Here’s one example. https://t.co/bt37VhUxb7","Portland, ME","United States",-70.292545,43.696187
"5858","JamesClarkNYC","@SocialPowerOne1 awww, poor little snowflake had his feelings hurt? Sad!","Delray Beach, FL","United States",-80.0931798,26.4561475
"5939","MisterSoloDolo_","I can’t play that shit bc I’m slow af and i get my feeling hurt super easy 😂😂😂😂 https://t.co/jaBxDJKQf8","Kenner, LA","United States",-90.253346,30.0093515
"5942","akborough","@Varneyco you should look at a company called. bio electric Corporation BIEL. They have a pain Relief device that could solve the opioid crisis their device would be used in place of addictive opioid medicine #maga @usa @FoxNews @FoxBusiness @realDonaldTrump @seanhannity","Virginia, USA","United States",-79.420865,38.0033755
"5951","precious_sneed","Always waking up in pain forgetting that I went to the gym 😭my calfs are on fire","New York, USA","United States",-75.770041,42.746617
"5971","rynoglobal","A different look at fear - fear isn’t just about getting hurt or losing something.  #chargelife… https://t.co/VKpO62aMKs","Temecula, CA","United States",-117.1195165,33.501021
"5986","marena_k57","@honor_dennis Ouch! That’s alot to go through , sounds like my husband. But you know you don’t need pain meds after 3 days, that’s what the Doctors say!!! WTH?","Glendora, CA","United States",-117.849687,34.13552055
"6013","jodiisabella","my mom is in so much pain and i can’t even help her man i can’t explain how awful this feeling is cancer is a fucking bitch","Fremont, CA","United States",-121.979527,37.5236445
"6036","MeliiJelii","I had a dream it was summer. Now I'm just butt hurt","Solon, OH","United States",-81.4212215,41.3863933
"6040","DeliaChristina","Problematic masculinity: when a 74 yo man refuses to tell his doctors his pain level because he doesn't want to be 'weak.'

Dad, they literally cracked your chest open 2 days ago.","Los Angeles, CA","United States",-118.4119065,34.0207895
"6051","MarquelRene","I already have a headache and the day hasn’t even started yet","Washington, USA","United States",-120.882482,47.27302215
"6052","WordzLost","Hustle&amp;motivate!! hard copies of ""Numb My Pain"" the album only $5 hmu to get yours! Text:… https://t.co/YdzgQaP5X3","Baton Rouge, LA","United States",-91.0907995,30.45910005
"6096","HattieHanna2289","I had my first seizure last night in MONTHS and I’m so sad about it. I did not miss these muscle cramps it brings me the next day 😭","Roland, OK","United States",-94.5200443,35.4145275
"6105","laur__white","“One cookie won’t hurt your diet” okay Rebecca but what about half a bag of Doritos","Jupiter, FL","United States",-80.11711665,26.931496
"6113","Bwl931_","Jesus Christ these women need to let go of that hurt. Rihanna ain’t even that hurt about it https://t.co/3lxOzfYx7T","Tennessee, USA","United States",-85.9785995,35.8305215
"6125","Jehsee182","@MrAlcalaaa That’s gonna hurt lmao https://t.co/0ukTbW5zo7","Alhambra, CA","United States",-118.13667595,34.0855965
"6135","carmenjenk","@TheReal_Tick @upandvanished Hahaha omg first of all I’m hurt I’m glad that’s all fixed now. But I saw this 😱😱😱","Tumwater, WA","United States",-122.9352255,46.9713185
"6144","aferrara3","THE FUNCTIONAL HYPOTHESIS ON BACK PAIN  AN ORIGINAL PROVABLE  VETEBRAL ALIGNMENT HYPOTHESIS   https://t.co/TkLPE6n0sA https://t.co/fTkelG0Twq","Boston, MA","United States",-71.0887125,42.3136695
"6172","PamelaBabbitt","@DjLots3 
And vise-versa these types of people are critically damaged and suffer great pain but we still cannot endorse what God hates","Zionsville, IN","United States",-86.29966665,39.9574345
"6182","AliMAlmanza","Well it isn't gonna hurt either, Ronald. Let us live!!! https://t.co/nQ0g9ZsiiF","Houston, TX","United States",-95.4464865,29.8384948
"6187","SwerveDoee","Passion, Pain and Demon Slayin’","Spring, TX","United States",-95.3778143,30.0635144
"6200","Dom_Cotroneo","I don’t understand how people still believe Tiger won’t win again. He had improved with every single round and is clearly pain-free.","Gilbert, AZ","United States",-111.7385665,33.29521475
"6270","WordzLost","Hustle&amp;motivate!! hard copies of ""Numb My Pain"" the album only $5 hmu to get yours! Text:… https://t.co/HrwR3E8QYK","Baton Rouge, LA","United States",-91.0907995,30.45910005
"6327","DoItBigDAvignon","This is such a fake story and it made my head hurt reading it. https://t.co/9H2wDBCUfz","Tampa, FL","United States",-82.44269375,27.9965945
"6333","MarioAndersonTV","From @FCPSKY: 
A Frederick Douglass High school student accidentally hurt himself with a firearm. No other students or staff were hurt. 
#LexKy https://t.co/vnxJeLEutp","Kentucky, USA","United States",-85.7682405,37.822244
"6452","mishalainac","Woke up in pain from my hip. Yay! Isn't it just wonderful knowing that you're going to need a hip replacement by the age of 30? 🙄","Athens, OH","United States",-82.0964045,39.320384
"6460","scorpioxwavy","we are not the same I smile through the pain cause I’m in tune","San Bernardino, CA","United States",-117.2940958,34.13492515
"6536","chelsnakkole94","I got my first round of laser tattoo removal yesterday and holy fuck does that shit hurt","St George, UT","United States",-113.57776575,37.0855815
"6559","gabbydazzles","this back pain is ridiculous ohhhmaagawwd","Morris Plains, NJ","United States",-74.4968795,40.8441025
"6579","MonroeWilliam5","Anime in Church doesn’t Hurt. Om https://t.co/3qcxTeaVUY","Sidney, NY","United States",-75.3943155,42.306837
"6590","X2JMG","@foxandfriends NOKO wants to meet with The New Sheriff @POTUS  has put the hurt on their economy and they are not used to anyone challenging them. @BarackObama &amp; @BillClinton were all about appeasement","Farmington Hills, MI","United States",-83.377181,42.4842785
"6614","DaRinaDeChe","Just got a headache outta nowhere 😕","Stafford, TX","United States",-95.562444,29.623472
"6662","IAM_DLYONS","You get hurt because you know you going into a fucked up situation you just think you can handle the pain. Or am I wrong?","Aberdeen, MS","United States",-88.558778,33.8198155
"6663","hialexis_","I love when men catch the slight curve so I don’t have to further curve them and hurt feelings. Y’all the best. #catchthecurve","Indianapolis, IN","United States",-86.1429225,39.7795625
"6671","gilmartin_tom","@RapSheet What about the Curse of Ryan Fitzpatrick every QB ahead of him has gotten hurt on every team he’s played on","Chicago, IL","United States",-87.732013,41.83358445
"6674","taayvaughn","@BriannaDodge1 😭😭😭😭that’s the best part cuz omg you just made my heart hurt a little, I can’t believe this😨😭","Hoffman Estates, IL","United States",-88.151832,42.072284
"6714","Sammi_marie71","Who hurt me 5 years ago jeesh https://t.co/aWLdouHI3f","Huber Heights, OH","United States",-84.092503,39.8642389
"6720","CowboDan","What is jef, baby dont hurt jef, dont hurt her, no jef.","New York, USA","United States",-75.770041,42.746617
"6736","bigjohnmuggs","@EllisMate I just watched your friends video on Instagram @leighravenx and it really hurt my heart. I know I’m only one person, but if there is any type of support to help her please post about it. No one deserves to be treated that way.","Nampa, ID","United States",-116.5696085,43.578912
"6743","LeettaKing","@codeofvets @RampsNO_BSRants I'm sorry you have a heartache. Your faith will see you through. Your pain is unbearable I'm sure. Trust that you will see him again.","McGregor, TX","United States",-97.4066795,31.434798
"6744","emily672433","Rest up big guy, you deserve it after all the pain you went through❤️😇 I'm so happy I got the chance to say goodbye to you and tell you how much you mean to me🙏🏼🙏🏼 forever a daddy's girl👨‍👧 https://t.co/Ep1GbVi35L","Crete, IL","United States",-87.6229057,41.4270465
"6749","luvsrotts","@Lo_K_87 @jazzmom98 @AmyRipperdan84 @chrisflood @trapport @davidhogg111 @realDonaldTrump Another butt hurt liberal in a pussy hat. How sad. https://t.co/Bio72FDhfz","Columbus, OH","United States",-82.98577205,39.9946835
"6772","StealYourFace4","@InkedandDamaged Ooooouch !! That hurt me..✌💜🎶","New Jersey, USA","United States",-74.7243235,40.0730405
"6774","walterrhett","@CharlotteAlter @delaneytarr It is sad how adult Americans abuse victims and survivors of mass shootings, and seek to emotionally hurt our children!","South Carolina, USA","United States",-80.926628,33.6311395
"6797","JoseRdz91","How did I still come in to work this morning 😅 got headache . But  it’s Friday 🙌🏽 and padre is in 4 days","Dallas, TX","United States",-96.7617535,32.8198585
"6824","georgiaontap","@Jeremy_Danner @BeerGrowlerAE I'll see you at another event I'm sure, just doesn't hurt to ask, right?","Tucker, GA","United States",-84.21297295,33.8503967
"6832","marksmichellle","You forget the pain when you see the payoff😉","Eunice, LA","United States",-92.43199,30.4873915
"6843","rackentbh","ya may think it’s funny but I feel this little girl’s pain so hard https://t.co/jfcgSjODmr","North Carolina, USA","United States",-79.86103375,35.1704985
"6854","gpgal15","@jaketapper scary thing on opioids is person can take low dose to alleviate pain &amp; you would never know they pop pills 7/24..they are NOT illicit drugs like meth-heroin-cocain-they R for pain (how it starts) u get immune &amp; they STOP working so u start taking more.....&amp; could 👎OD/DIE!","Oregon, USA","United States",-120.5834015,44.14543645
"6865","MorrisDWIAtty","More Snow, Ice Expected In NJ As 100K Without Power: Who's Hurt?
https://t.co/v3JficxiZp","Morristown, NJ","United States",-74.485163,40.785951
"6898","pechilvr","@chronicpainwar @StefanKertesz @LelenaPeacock @FiveOhFour @MoogieMonsters @headdock @03_jensen @JordanTishlerMD @emergVictorious @pamelakarnbach @Peter_Grinspoon @zorapanina @vickicoast @a6a250e936ac4c7 @Shasta77777 @merlinidlehands @JWhelanRN @AvaSkovdottir @TheRealCAWshow @RainWalkWithMe @Deeenst @shelley_bean60 @observerfellow @RobertDRoseJr1 @StaceyF62 @Pharmaciststeve @DanLairdMD @dr_ziegler @ravensspirit68 @TheRebelPatient @PatrickDoyle_35 @DavidNathanMD @humansunil @NORML It’s a sad view! Pain can be accounted for example we know &amp; insurance companies approve opioids for Cancer patients why and how? Because patients state &amp; they behave &amp; were observed in pain. The same can &amp; should be said for other illnesses! Like sleep centers open Pain centers","North Carolina, USA","United States",-79.86103375,35.1704985
